final_rank,kkt_id,final_kkt_anomaly_score,best_score,mean_score,ts_final_score,ts_total_anomaly_days,ts_total_days,explanation
24,4f7df632f957dbda813d5e32b9d06ce3,1.0,1.0,0.998489910684922,0.9796141342318654,594,92,"median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=328.91; min_sum__fft_coefficient__attr_""abs""__coeff_1=326.31; min_sum__maximum=268.38; min_sum__standard_deviation=235.50; avg_price_piece__standard_deviation=227.01; avg_ecash__standard_deviation=177.40; avg_price_item__standard_deviation=171.23; median_sum__standard_deviation=129.23; min_sum__mean=124.68; avg_sum__standard_deviation=98.38 || median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=328.91; min_sum__fft_coefficient__attr_""abs""__coeff_1=326.31; min_sum__maximum=268.38; min_sum__standard_deviation=235.50; avg_price_piece__standard_deviation=227.01; avg_ecash__standard_deviation=177.40; avg_price_item__standard_deviation=171.23; median_sum__standard_deviation=129.23; min_sum__mean=124.68; avg_sum__standard_deviation=98.38 || median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=328.91; min_sum__fft_coefficient__attr_""abs""__coeff_1=326.31; min_sum__maximum=268.38; min_sum__standard_deviation=235.50; avg_price_piece__standard_deviation=227.01; avg_ecash__standard_deviation=177.40; avg_price_item__standard_deviation=171.23; median_sum__standard_deviation=129.23; min_sum__mean=124.68; avg_sum__standard_deviation=98.38"
25,98a491dea03bca2c5f108599afe4e10f,1.0,1.0,1.0,0.9999912432634556,1285,92,"n_bills__mean=13.71; n_bills__median=13.09; n_bills__standard_deviation=12.41; ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=1.17; ecash_bills_fraction__autocorrelation__lag_7=-0.65; ecash_bills_fraction__n_bills__corr=0.62; ecash_bills_fraction__ratio_beyond_r_sigma__r_2=0.50; n_bills__skewness=-0.47; ecash_bills_fraction__mean=0.46; ecash_bills_fraction__standard_deviation=0.36 || n_bills__mean=13.71; n_bills__median=13.09; n_bills__standard_deviation=12.41; ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=1.17; ecash_bills_fraction__autocorrelation__lag_7=-0.65; ecash_bills_fraction__n_bills__corr=0.62; ecash_bills_fraction__ratio_beyond_r_sigma__r_2=0.50; n_bills__skewness=-0.47; ecash_bills_fraction__mean=0.46; ecash_bills_fraction__standard_deviation=0.36 || n_bills__mean=13.71; n_bills__median=13.09; n_bills__standard_deviation=12.41; ecash_bills_fraction__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=1.17; ecash_bills_fraction__autocorrelation__lag_7=-0.65; ecash_bills_fraction__n_bills__corr=0.62; ecash_bills_fraction__ratio_beyond_r_sigma__r_2=0.50; n_bills__skewness=-0.47; ecash_bills_fraction__mean=0.46; ecash_bills_fraction__standard_deviation=0.36"
26,4f48b24479155c8da18e74b1d1a8feb7,1.0,1.0,1.0,0.9870675492795684,681,92,avg_price_piece__standard_deviation=71.37; avg_price_piece__mean=68.74; avg_price_item__standard_deviation=53.82; avg_price_item__mean=44.58; total_items__standard_deviation=-0.28; n_items__standard_deviation=-0.28; total_items__mean=-0.20; n_items__mean=-0.18 || avg_price_piece__standard_deviation=71.37; avg_price_piece__mean=68.74; avg_price_item__standard_deviation=53.82; avg_price_item__mean=44.58; total_items__standard_deviation=-0.28; n_items__standard_deviation=-0.28; total_items__mean=-0.20; n_items__mean=-0.18 || avg_price_piece__standard_deviation=71.37; avg_price_piece__mean=68.74; avg_price_item__standard_deviation=53.82; avg_price_item__mean=44.58; total_items__standard_deviation=-0.28; n_items__standard_deviation=-0.28; total_items__mean=-0.20; n_items__mean=-0.18
27,5f04f025919537eed8342c0c3036e7ae,1.0,1.0,1.0,1.0,1348,92,"avg_price_item__mean=109.49; min_sum__maximum=91.78; avg_price_item__standard_deviation=84.59; min_sum__standard_deviation=76.82; min_sum__fft_coefficient__attr_""abs""__coeff_1=61.19; median_sum__standard_deviation=58.01; median_sum__mean=53.96; avg_sum__mean=44.33; min_sum__mean=41.48; std_sum__mean=35.74 || avg_price_item__mean=109.49; min_sum__maximum=91.78; avg_price_item__standard_deviation=84.59; min_sum__standard_deviation=76.82; min_sum__fft_coefficient__attr_""abs""__coeff_1=61.19; median_sum__standard_deviation=58.01; median_sum__mean=53.96; avg_sum__mean=44.33; min_sum__mean=41.48; std_sum__mean=35.74 || avg_price_item__mean=109.49; min_sum__maximum=91.78; avg_price_item__standard_deviation=84.59; min_sum__standard_deviation=76.82; min_sum__fft_coefficient__attr_""abs""__coeff_1=61.19; median_sum__standard_deviation=58.01; median_sum__mean=53.96; avg_sum__mean=44.33; min_sum__mean=41.48; std_sum__mean=35.74"
28,4f2f3afd3345efcd75679cdd89caf38d,1.0,1.0,1.0,0.9489562646465982,487,92,"min_sum__fft_coefficient__attr_""abs""__coeff_1=374.55; avg_ecash__standard_deviation=361.87; min_sum__standard_deviation=245.35; min_sum__maximum=215.06; median_sum__standard_deviation=181.73; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=167.40; avg_sum__standard_deviation=141.36; std_sum__standard_deviation=139.86; min_sum__mean=116.21; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=88.25 || min_sum__fft_coefficient__attr_""abs""__coeff_1=374.55; avg_ecash__standard_deviation=361.87; min_sum__standard_deviation=245.35; min_sum__maximum=215.06; median_sum__standard_deviation=181.73; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=167.40; avg_sum__standard_deviation=141.36; std_sum__standard_deviation=139.86; min_sum__mean=116.21; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=88.25 || min_sum__fft_coefficient__attr_""abs""__coeff_1=374.55; avg_ecash__standard_deviation=361.87; min_sum__standard_deviation=245.35; min_sum__maximum=215.06; median_sum__standard_deviation=181.73; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=167.40; avg_sum__standard_deviation=141.36; std_sum__standard_deviation=139.86; min_sum__mean=116.21; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=88.25"
29,697cea5d7612d395eef6b980cfab9251,1.0,1.0,1.0,1.0,1149,92,"avg_price_piece__mean=172.85; avg_price_piece__standard_deviation=170.03; min_sum__fft_coefficient__attr_""abs""__coeff_1=160.52; avg_price_item__mean=152.13; min_sum__standard_deviation=139.67; avg_price_item__standard_deviation=138.10; avg_ecash__standard_deviation=104.96; avg_ecash__mean=88.49; min_sum__mean=86.92; min_sum__maximum=83.78 || avg_price_piece__mean=172.85; avg_price_piece__standard_deviation=170.03; min_sum__fft_coefficient__attr_""abs""__coeff_1=160.52; avg_price_item__mean=152.13; min_sum__standard_deviation=139.67; avg_price_item__standard_deviation=138.10; avg_ecash__standard_deviation=104.96; avg_ecash__mean=88.49; min_sum__mean=86.92; min_sum__maximum=83.78 || avg_price_piece__mean=172.85; avg_price_piece__standard_deviation=170.03; min_sum__fft_coefficient__attr_""abs""__coeff_1=160.52; avg_price_item__mean=152.13; min_sum__standard_deviation=139.67; avg_price_item__standard_deviation=138.10; avg_ecash__standard_deviation=104.96; avg_ecash__mean=88.49; min_sum__mean=86.92; min_sum__maximum=83.78"
30,698774214e407820de54fb928ca8611b,1.0,1.0,1.0,1.0,968,92,"total_sum__mean_abs_change=69.44; total_sum__standard_deviation=65.38; total_sum__median=47.52; max_sum__mean=43.19; total_sum__maximum=41.89; total_sum__sum_values=40.76; total_sum__mean=40.76; total_sum__fft_coefficient__attr_""abs""__coeff_1=40.32; std_sum__median=37.83; max_sum__standard_deviation=34.10 || total_sum__mean_abs_change=69.44; total_sum__standard_deviation=65.38; total_sum__median=47.52; max_sum__mean=43.19; total_sum__maximum=41.89; total_sum__sum_values=40.76; total_sum__mean=40.76; total_sum__fft_coefficient__attr_""abs""__coeff_1=40.32; std_sum__median=37.83; max_sum__standard_deviation=34.10 || total_sum__mean_abs_change=69.44; total_sum__standard_deviation=65.38; total_sum__median=47.52; max_sum__mean=43.19; total_sum__maximum=41.89; total_sum__sum_values=40.76; total_sum__mean=40.76; total_sum__fft_coefficient__attr_""abs""__coeff_1=40.32; std_sum__median=37.83; max_sum__standard_deviation=34.10"
31,2e6a7a4b4063a1492a33876caeaa7a3e,1.0,1.0,1.0,1.0,888,92,"median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=259.72; min_sum__standard_deviation=162.44; min_sum__fft_coefficient__attr_""abs""__coeff_1=154.00; min_sum__maximum=149.66; avg_price_item__standard_deviation=129.34; avg_ecash__standard_deviation=124.73; min_sum__mean=106.46; median_sum__standard_deviation=98.23; avg_sum__standard_deviation=74.26; avg_price_item__mean=63.55 || median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=259.72; min_sum__standard_deviation=162.44; min_sum__fft_coefficient__attr_""abs""__coeff_1=154.00; min_sum__maximum=149.66; avg_price_item__standard_deviation=129.34; avg_ecash__standard_deviation=124.73; min_sum__mean=106.46; median_sum__standard_deviation=98.23; avg_sum__standard_deviation=74.26; avg_price_item__mean=63.55 || median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=259.72; min_sum__standard_deviation=162.44; min_sum__fft_coefficient__attr_""abs""__coeff_1=154.00; min_sum__maximum=149.66; avg_price_item__standard_deviation=129.34; avg_ecash__standard_deviation=124.73; min_sum__mean=106.46; median_sum__standard_deviation=98.23; avg_sum__standard_deviation=74.26; avg_price_item__mean=63.55"
32,e214fdc666cd2f68bb7c71c3425b768d,1.0,1.0,1.0,1.0,683,92,"median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=2248.77; min_sum__maximum=954.60; min_sum__standard_deviation=824.82; min_sum__fft_coefficient__attr_""abs""__coeff_1=822.26; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=613.38; median_sum__standard_deviation=515.60; avg_sum__standard_deviation=389.78; min_sum__mean=288.09; total_items__standard_deviation=172.97; std_sum__standard_deviation=129.28 || median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=2248.77; min_sum__maximum=954.60; min_sum__standard_deviation=824.82; min_sum__fft_coefficient__attr_""abs""__coeff_1=822.26; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=613.38; median_sum__standard_deviation=515.60; avg_sum__standard_deviation=389.78; min_sum__mean=288.09; total_items__standard_deviation=172.97; std_sum__standard_deviation=129.28 || median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=2248.77; min_sum__maximum=954.60; min_sum__standard_deviation=824.82; min_sum__fft_coefficient__attr_""abs""__coeff_1=822.26; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=613.38; median_sum__standard_deviation=515.60; avg_sum__standard_deviation=389.78; min_sum__mean=288.09; total_items__standard_deviation=172.97; std_sum__standard_deviation=129.28"
33,69a843cbe946afdb49ca3a0288b192db,1.0,1.0,1.0,0.9919345864951036,637,92,"avg_price_piece__standard_deviation=323.25; avg_price_item__standard_deviation=275.12; median_sum__standard_deviation=265.71; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-263.21; min_sum__fft_coefficient__attr_""abs""__coeff_1=250.74; avg_ecash__standard_deviation=248.34; min_sum__standard_deviation=247.59; min_sum__maximum=240.92; std_sum__standard_deviation=240.31; avg_sum__standard_deviation=229.93 || avg_price_piece__standard_deviation=323.25; avg_price_item__standard_deviation=275.12; median_sum__standard_deviation=265.71; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-263.21; min_sum__fft_coefficient__attr_""abs""__coeff_1=250.74; avg_ecash__standard_deviation=248.34; min_sum__standard_deviation=247.59; min_sum__maximum=240.92; std_sum__standard_deviation=240.31; avg_sum__standard_deviation=229.93 || avg_price_piece__standard_deviation=323.25; avg_price_item__standard_deviation=275.12; median_sum__standard_deviation=265.71; std_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=-263.21; min_sum__fft_coefficient__attr_""abs""__coeff_1=250.74; avg_ecash__standard_deviation=248.34; min_sum__standard_deviation=247.59; min_sum__maximum=240.92; std_sum__standard_deviation=240.31; avg_sum__standard_deviation=229.93"
34,1363ba7bde03b9b26752b51b931000a6,1.0,1.0,1.0,1.0,1833,92,"avg_price_piece__mean=416.75; avg_price_item__mean=366.41; median_sum__mean=303.17; avg_sum__mean=214.96; min_sum__mean=214.36; total_sum__minimum=191.35; total_cash__sum_values=181.46; max_sum__minimum=173.61; total_cash__standard_deviation=157.41; min_sum__fft_coefficient__attr_""abs""__coeff_1=145.82 || avg_price_piece__mean=416.75; avg_price_item__mean=366.41; median_sum__mean=303.17; avg_sum__mean=214.96; min_sum__mean=214.36; total_sum__minimum=191.35; total_cash__sum_values=181.46; max_sum__minimum=173.61; total_cash__standard_deviation=157.41; min_sum__fft_coefficient__attr_""abs""__coeff_1=145.82 || avg_price_piece__mean=416.75; avg_price_item__mean=366.41; median_sum__mean=303.17; avg_sum__mean=214.96; min_sum__mean=214.36; total_sum__minimum=191.35; total_cash__sum_values=181.46; max_sum__minimum=173.61; total_cash__standard_deviation=157.41; min_sum__fft_coefficient__attr_""abs""__coeff_1=145.82"
35,f3f35e2d20be45bd541b94d52f2cb3b2,1.0,1.0,1.0,1.0,760,92,avg_price_piece__standard_deviation=133.09; avg_price_item__standard_deviation=110.08; avg_price_piece__mean=66.14; avg_price_item__mean=56.92; n_items__standard_deviation=-0.36; total_items__standard_deviation=-0.35; total_items__mean=-0.33; n_items__mean=-0.33 || avg_price_piece__standard_deviation=133.09; avg_price_item__standard_deviation=110.08; avg_price_piece__mean=66.14; avg_price_item__mean=56.92; n_items__standard_deviation=-0.36; total_items__standard_deviation=-0.35; total_items__mean=-0.33; n_items__mean=-0.33 || avg_price_piece__standard_deviation=133.09; avg_price_item__standard_deviation=110.08; avg_price_piece__mean=66.14; avg_price_item__mean=56.92; n_items__standard_deviation=-0.36; total_items__standard_deviation=-0.35; total_items__mean=-0.33; n_items__mean=-0.33
36,58af36c66282c092268aff6d4417a8af,1.0,1.0,1.0,0.9672936819686272,551,92,"min_sum__maximum=499.93; min_sum__standard_deviation=337.08; avg_price_piece__standard_deviation=317.88; min_sum__fft_coefficient__attr_""abs""__coeff_1=269.68; avg_ecash__standard_deviation=249.02; avg_price_item__standard_deviation=239.78; median_sum__standard_deviation=183.74; avg_sum__standard_deviation=138.58; min_sum__mean=99.16; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=94.72 || min_sum__maximum=499.93; min_sum__standard_deviation=337.08; avg_price_piece__standard_deviation=317.88; min_sum__fft_coefficient__attr_""abs""__coeff_1=269.68; avg_ecash__standard_deviation=249.02; avg_price_item__standard_deviation=239.78; median_sum__standard_deviation=183.74; avg_sum__standard_deviation=138.58; min_sum__mean=99.16; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=94.72 || min_sum__maximum=499.93; min_sum__standard_deviation=337.08; avg_price_piece__standard_deviation=317.88; min_sum__fft_coefficient__attr_""abs""__coeff_1=269.68; avg_ecash__standard_deviation=249.02; avg_price_item__standard_deviation=239.78; median_sum__standard_deviation=183.74; avg_sum__standard_deviation=138.58; min_sum__mean=99.16; median_sum__agg_linear_trend__attr_""slope""__chunk_len_14__f_agg_""mean""=94.72"
37,f4e3573eeb65b94fa8f4be883cde01e6,1.0,1.0,1.0,1.0,953,92,avg_price_piece__mean=167.15; avg_price_piece__standard_deviation=161.10; avg_price_item__mean=144.01; avg_price_item__standard_deviation=133.26; n_items__standard_deviation=-0.35; total_items__standard_deviation=-0.34; total_items__mean=-0.33; n_items__mean=-0.33 || avg_price_piece__mean=167.15; avg_price_piece__standard_deviation=161.10; avg_price_item__mean=144.01; avg_price_item__standard_deviation=133.26; n_items__standard_deviation=-0.35; total_items__standard_deviation=-0.34; total_items__mean=-0.33; n_items__mean=-0.33 || avg_price_piece__mean=167.15; avg_price_piece__standard_deviation=161.10; avg_price_item__mean=144.01; avg_price_item__standard_deviation=133.26; n_items__standard_deviation=-0.35; total_items__standard_deviation=-0.34; total_items__mean=-0.33; n_items__mean=-0.33
38,5e2c5dcb38e6ff12148b5143c9d5efb6,1.0,1.0,1.0,1.0,1179,92,"total_sum__fft_coefficient__attr_""abs""__coeff_1=256.05; total_sum__fft_coefficient__attr_""abs""__coeff_2=208.09; total_sum__standard_deviation=126.92; n_items__standard_deviation=117.82; total_items__standard_deviation=109.73; total_sum__maximum=93.21; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=75.14; n_bills__standard_deviation=60.94; total_sum__mean=48.63; total_sum__sum_values=48.63 || total_sum__fft_coefficient__attr_""abs""__coeff_1=256.05; total_sum__fft_coefficient__attr_""abs""__coeff_2=208.09; total_sum__standard_deviation=126.92; n_items__standard_deviation=117.82; total_items__standard_deviation=109.73; total_sum__maximum=93.21; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=75.14; n_bills__standard_deviation=60.94; total_sum__mean=48.63; total_sum__sum_values=48.63 || total_sum__fft_coefficient__attr_""abs""__coeff_1=256.05; total_sum__fft_coefficient__attr_""abs""__coeff_2=208.09; total_sum__standard_deviation=126.92; n_items__standard_deviation=117.82; total_items__standard_deviation=109.73; total_sum__maximum=93.21; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=75.14; n_bills__standard_deviation=60.94; total_sum__mean=48.63; total_sum__sum_values=48.63"
39,c3dbed88e2dc3f2316f92912df4ca294,1.0,1.0,1.0,0.9897404944497302,1098,92,"min_sum__minimum=587.00; total_sum__minimum=153.14; total_sum__fft_coefficient__attr_""abs""__coeff_2=44.46; total_sum__fft_coefficient__attr_""abs""__coeff_1=33.15; total_sum__standard_deviation=22.71; total_sum__maximum=19.21; total_sum__mean=18.72; total_sum__sum_values=18.72; total_sum__mean_abs_change=18.19; total_sum__median=15.50 || min_sum__minimum=587.00; total_sum__minimum=153.14; total_sum__fft_coefficient__attr_""abs""__coeff_2=44.46; total_sum__fft_coefficient__attr_""abs""__coeff_1=33.15; total_sum__standard_deviation=22.71; total_sum__maximum=19.21; total_sum__mean=18.72; total_sum__sum_values=18.72; total_sum__mean_abs_change=18.19; total_sum__median=15.50 || min_sum__minimum=587.00; total_sum__minimum=153.14; total_sum__fft_coefficient__attr_""abs""__coeff_2=44.46; total_sum__fft_coefficient__attr_""abs""__coeff_1=33.15; total_sum__standard_deviation=22.71; total_sum__maximum=19.21; total_sum__mean=18.72; total_sum__sum_values=18.72; total_sum__mean_abs_change=18.19; total_sum__median=15.50"
40,27b683c54c8348cfa38cfdcd40738b92,1.0,1.0,1.0,0.9969006731778272,1362,92,"total_sum__minimum=116.48; min_sum__minimum=100.00; max_sum__minimum=43.75; max_sum__mean=26.47; std_sum__mean=21.03; max_sum__standard_deviation=20.47; total_sum__fft_coefficient__attr_""abs""__coeff_1=18.57; max_sum__maximum=18.21; total_sum__fft_coefficient__attr_""abs""__coeff_2=18.15; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=16.51 || total_sum__minimum=116.48; min_sum__minimum=100.00; max_sum__minimum=43.75; max_sum__mean=26.47; std_sum__mean=21.03; max_sum__standard_deviation=20.47; total_sum__fft_coefficient__attr_""abs""__coeff_1=18.57; max_sum__maximum=18.21; total_sum__fft_coefficient__attr_""abs""__coeff_2=18.15; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=16.51 || total_sum__minimum=116.48; min_sum__minimum=100.00; max_sum__minimum=43.75; max_sum__mean=26.47; std_sum__mean=21.03; max_sum__standard_deviation=20.47; total_sum__fft_coefficient__attr_""abs""__coeff_1=18.57; max_sum__maximum=18.21; total_sum__fft_coefficient__attr_""abs""__coeff_2=18.15; total_sum__agg_linear_trend__attr_""slope""__chunk_len_7__f_agg_""mean""=16.51"
